ARO Accession,CVTERM ID,Model Sequence ID,Model ID,Model Name,ARO Name,Protein Accession,DNA Accession,AMR Gene Family,Drug Class,Resistance Mechanism,CARD Short Name,ARO Category,drug_class_list,ARO Accession_encoded,Model Name_encoded,ARO Name_encoded,CARD Short Name_encoded,AMR Gene Family_encoded,Drug Class_encoded,Resistance Mechanism_encoded,ARO Category_encoded,drug_class_list_encoded
ARO:3008403,47195,10648,7821,NDM-55,NDM-55,WEY36504.1,OQ708894.1,NDM beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,NDM-55,,carbapenem,5745,2744,2742,2742,204,51,5,-1,5
ARO:3008403,47195,10648,7821,NDM-55,NDM-55,WEY36504.1,OQ708894.1,NDM beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,NDM-55,,cephalosporin,5745,2744,2742,2742,204,51,5,-1,6
ARO:3008403,47195,10648,7821,NDM-55,NDM-55,WEY36504.1,OQ708894.1,NDM beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,NDM-55,,penicillin beta-lactam,5745,2744,2742,2742,204,51,5,-1,29
ARO:3008404,47196,10649,7822,NDM-56,NDM-56,WGO19549.1,OQ870699.1,NDM beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,NDM-56,,carbapenem,5746,2745,2743,2743,204,51,5,-1,5
ARO:3008404,47196,10649,7822,NDM-56,NDM-56,WGO19549.1,OQ870699.1,NDM beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,NDM-56,,cephalosporin,5746,2745,2743,2743,204,51,5,-1,6
ARO:3008404,47196,10649,7822,NDM-56,NDM-56,WGO19549.1,OQ870699.1,NDM beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,NDM-56,,penicillin beta-lactam,5746,2745,2743,2743,204,51,5,-1,29
ARO:3008405,47197,10650,7823,NDM-57,NDM-57,WGO19550.1,OQ870700.1,NDM beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,NDM-57,,carbapenem,5747,2746,2744,2744,204,51,5,-1,5
ARO:3008405,47197,10650,7823,NDM-57,NDM-57,WGO19550.1,OQ870700.1,NDM beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,NDM-57,,cephalosporin,5747,2746,2744,2744,204,51,5,-1,6
ARO:3008405,47197,10650,7823,NDM-57,NDM-57,WGO19550.1,OQ870700.1,NDM beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,NDM-57,,penicillin beta-lactam,5747,2746,2744,2744,204,51,5,-1,29
ARO:3008406,47198,10651,7824,NDM-58,NDM-58,WIF29698.1,OR081828.1,NDM beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,NDM-58,,carbapenem,5748,2747,2745,2745,204,51,5,-1,5
ARO:3008406,47198,10651,7824,NDM-58,NDM-58,WIF29698.1,OR081828.1,NDM beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,NDM-58,,cephalosporin,5748,2747,2745,2745,204,51,5,-1,6
ARO:3008406,47198,10651,7824,NDM-58,NDM-58,WIF29698.1,OR081828.1,NDM beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,NDM-58,,penicillin beta-lactam,5748,2747,2745,2745,204,51,5,-1,29
ARO:3002356,38756,1103,8,NDM-6,NDM-6,AEX08599.1,JN967644.1,NDM beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,NDM-6,,carbapenem,1463,2748,2746,2746,204,51,5,-1,5
ARO:3002356,38756,1103,8,NDM-6,NDM-6,AEX08599.1,JN967644.1,NDM beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,NDM-6,,cephalosporin,1463,2748,2746,2746,204,51,5,-1,6
ARO:3002356,38756,1103,8,NDM-6,NDM-6,AEX08599.1,JN967644.1,NDM beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,NDM-6,,penicillin beta-lactam,1463,2748,2746,2746,204,51,5,-1,29
ARO:3008407,47199,10652,7825,NDM-60,NDM-60,WJL30768.1,OR139852.1,NDM beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,NDM-60,,carbapenem,5749,2749,2747,2747,204,51,5,-1,5
ARO:3008407,47199,10652,7825,NDM-60,NDM-60,WJL30768.1,OR139852.1,NDM beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,NDM-60,,cephalosporin,5749,2749,2747,2747,204,51,5,-1,6
ARO:3008407,47199,10652,7825,NDM-60,NDM-60,WJL30768.1,OR139852.1,NDM beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,NDM-60,,penicillin beta-lactam,5749,2749,2747,2747,204,51,5,-1,29
ARO:3008408,47200,10653,7826,NDM-61,NDM-61,HDV0005713.1,DAPGEA010000082.1,NDM beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,NDM-61,,carbapenem,5750,2750,2748,2748,204,51,5,-1,5
ARO:3008408,47200,10653,7826,NDM-61,NDM-61,HDV0005713.1,DAPGEA010000082.1,NDM beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,NDM-61,,cephalosporin,5750,2750,2748,2748,204,51,5,-1,6
ARO:3008408,47200,10653,7826,NDM-61,NDM-61,HDV0005713.1,DAPGEA010000082.1,NDM beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,NDM-61,,penicillin beta-lactam,5750,2750,2748,2748,204,51,5,-1,29
ARO:3008409,47201,10654,7827,NDM-64,NDM-64,WVS53334.1,PP238488.1,NDM beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,NDM-64,,carbapenem,5751,2751,2749,2749,204,51,5,-1,5
ARO:3008409,47201,10654,7827,NDM-64,NDM-64,WVS53334.1,PP238488.1,NDM beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,NDM-64,,cephalosporin,5751,2751,2749,2749,204,51,5,-1,6
ARO:3008409,47201,10654,7827,NDM-64,NDM-64,WVS53334.1,PP238488.1,NDM beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,NDM-64,,penicillin beta-lactam,5751,2751,2749,2749,204,51,5,-1,29
ARO:3008410,47202,10655,7828,NDM-65,NDM-65,WVW91587.1,PP296993.1,NDM beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,NDM-65,,carbapenem,5752,2752,2750,2750,204,51,5,-1,5
ARO:3008410,47202,10655,7828,NDM-65,NDM-65,WVW91587.1,PP296993.1,NDM beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,NDM-65,,cephalosporin,5752,2752,2750,2750,204,51,5,-1,6
ARO:3008410,47202,10655,7828,NDM-65,NDM-65,WVW91587.1,PP296993.1,NDM beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,NDM-65,,penicillin beta-lactam,5752,2752,2750,2750,204,51,5,-1,29
ARO:3008411,47203,10656,7829,NDM-66,NDM-66,WXB24425.1,PP479854.1,NDM beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,NDM-66,,carbapenem,5753,2753,2751,2751,204,51,5,-1,5
ARO:3008411,47203,10656,7829,NDM-66,NDM-66,WXB24425.1,PP479854.1,NDM beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,NDM-66,,cephalosporin,5753,2753,2751,2751,204,51,5,-1,6
ARO:3008411,47203,10656,7829,NDM-66,NDM-66,WXB24425.1,PP479854.1,NDM beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,NDM-66,,penicillin beta-lactam,5753,2753,2751,2751,204,51,5,-1,29
ARO:3008412,47204,10657,7830,NDM-67,NDM-67,WXH45424.1,PP503724.1,NDM beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,NDM-67,,carbapenem,5754,2754,2752,2752,204,51,5,-1,5
ARO:3008412,47204,10657,7830,NDM-67,NDM-67,WXH45424.1,PP503724.1,NDM beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,NDM-67,,cephalosporin,5754,2754,2752,2752,204,51,5,-1,6
ARO:3008412,47204,10657,7830,NDM-67,NDM-67,WXH45424.1,PP503724.1,NDM beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,NDM-67,,penicillin beta-lactam,5754,2754,2752,2752,204,51,5,-1,29
ARO:3008413,47205,10658,7831,NDM-68,NDM-68,WXH45425.1,PP503725.1,NDM beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,NDM-68,,carbapenem,5755,2755,2753,2753,204,51,5,-1,5
ARO:3008413,47205,10658,7831,NDM-68,NDM-68,WXH45425.1,PP503725.1,NDM beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,NDM-68,,cephalosporin,5755,2755,2753,2753,204,51,5,-1,6
ARO:3008413,47205,10658,7831,NDM-68,NDM-68,WXH45425.1,PP503725.1,NDM beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,NDM-68,,penicillin beta-lactam,5755,2755,2753,2753,204,51,5,-1,29
ARO:3008414,47206,10659,7832,NDM-69,NDM-69,BFJ38853.1,LC810945.1,NDM beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,NDM-69,,carbapenem,5756,2756,2754,2754,204,51,5,-1,5
ARO:3008414,47206,10659,7832,NDM-69,NDM-69,BFJ38853.1,LC810945.1,NDM beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,NDM-69,,cephalosporin,5756,2756,2754,2754,204,51,5,-1,6
ARO:3008414,47206,10659,7832,NDM-69,NDM-69,BFJ38853.1,LC810945.1,NDM beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,NDM-69,,penicillin beta-lactam,5756,2756,2754,2754,204,51,5,-1,29
ARO:3002357,38757,1183,585,NDM-7,NDM-7,AFQ31613.1,JX262694.1,NDM beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,NDM-7,,carbapenem,1464,2757,2755,2755,204,51,5,-1,5
ARO:3002357,38757,1183,585,NDM-7,NDM-7,AFQ31613.1,JX262694.1,NDM beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,NDM-7,,cephalosporin,1464,2757,2755,2755,204,51,5,-1,6
ARO:3002357,38757,1183,585,NDM-7,NDM-7,AFQ31613.1,JX262694.1,NDM beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,NDM-7,,penicillin beta-lactam,1464,2757,2755,2755,204,51,5,-1,29
ARO:3008415,47207,10660,7833,NDM-70,NDM-70,XBS36002.1,PP895199.1,NDM beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,NDM-70,,carbapenem,5757,2758,2756,2756,204,51,5,-1,5
ARO:3008415,47207,10660,7833,NDM-70,NDM-70,XBS36002.1,PP895199.1,NDM beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,NDM-70,,cephalosporin,5757,2758,2756,2756,204,51,5,-1,6
ARO:3008415,47207,10660,7833,NDM-70,NDM-70,XBS36002.1,PP895199.1,NDM beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,NDM-70,,penicillin beta-lactam,5757,2758,2756,2756,204,51,5,-1,29
ARO:3008416,47208,10661,7834,NDM-71,NDM-71,XFH17879.1,PQ117761.1,NDM beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,NDM-71,,carbapenem,5758,2759,2757,2757,204,51,5,-1,5
ARO:3008416,47208,10661,7834,NDM-71,NDM-71,XFH17879.1,PQ117761.1,NDM beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,NDM-71,,cephalosporin,5758,2759,2757,2757,204,51,5,-1,6
ARO:3008416,47208,10661,7834,NDM-71,NDM-71,XFH17879.1,PQ117761.1,NDM beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,NDM-71,,penicillin beta-lactam,5758,2759,2757,2757,204,51,5,-1,29
ARO:3008417,47209,10662,7835,NDM-72,NDM-72,XFH17881.1,PQ117763.1,NDM beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,NDM-72,,carbapenem,5759,2760,2758,2758,204,51,5,-1,5
ARO:3008417,47209,10662,7835,NDM-72,NDM-72,XFH17881.1,PQ117763.1,NDM beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,NDM-72,,cephalosporin,5759,2760,2758,2758,204,51,5,-1,6
ARO:3008417,47209,10662,7835,NDM-72,NDM-72,XFH17881.1,PQ117763.1,NDM beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,NDM-72,,penicillin beta-lactam,5759,2760,2758,2758,204,51,5,-1,29
ARO:3008418,47210,10663,7836,NDM-73,NDM-73,XHO32899.1,PQ394556.1,NDM beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,NDM-73,,carbapenem,5760,2761,2759,2759,204,51,5,-1,5
ARO:3008418,47210,10663,7836,NDM-73,NDM-73,XHO32899.1,PQ394556.1,NDM beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,NDM-73,,cephalosporin,5760,2761,2759,2759,204,51,5,-1,6
ARO:3008418,47210,10663,7836,NDM-73,NDM-73,XHO32899.1,PQ394556.1,NDM beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,NDM-73,,penicillin beta-lactam,5760,2761,2759,2759,204,51,5,-1,29
ARO:3008419,47211,10664,7837,NDM-74,NDM-74,XHO32900.1,PQ394557.1,NDM beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,NDM-74,,carbapenem,5761,2762,2760,2760,204,51,5,-1,5
ARO:3008419,47211,10664,7837,NDM-74,NDM-74,XHO32900.1,PQ394557.1,NDM beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,NDM-74,,cephalosporin,5761,2762,2760,2760,204,51,5,-1,6
ARO:3008419,47211,10664,7837,NDM-74,NDM-74,XHO32900.1,PQ394557.1,NDM beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,NDM-74,,penicillin beta-lactam,5761,2762,2760,2760,204,51,5,-1,29
ARO:3002358,38758,1270,616,NDM-8,NDM-8,BAM84089.1,AB744718.1,NDM beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,NDM-8,,carbapenem,1465,2763,2761,2761,204,51,5,-1,5
ARO:3002358,38758,1270,616,NDM-8,NDM-8,BAM84089.1,AB744718.1,NDM beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,NDM-8,,cephalosporin,1465,2763,2761,2761,204,51,5,-1,6
ARO:3002358,38758,1270,616,NDM-8,NDM-8,BAM84089.1,AB744718.1,NDM beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,NDM-8,,penicillin beta-lactam,1465,2763,2761,2761,204,51,5,-1,29
ARO:3002359,38759,8233,1168,NDM-9,NDM-9,AGU91756.1,KC999080.2,CMY beta-lactamase;CTX-M beta-lactamase;IMP beta-lactamase;KPC beta-lactamase;NDM beta-lactamase;OXA beta-lactamase;OXA-1-like beta-lactamase;OXA-48-like beta-lactamase;SHV beta-lactamase;VIM beta-lactamase,carbapenem;cephalosporin;monobactam;penicillin beta-lactam,antibiotic inactivation,NDM-9,,carbapenem,1466,2764,2762,2762,101,48,5,-1,5
ARO:3002359,38759,8233,1168,NDM-9,NDM-9,AGU91756.1,KC999080.2,CMY beta-lactamase;CTX-M beta-lactamase;IMP beta-lactamase;KPC beta-lactamase;NDM beta-lactamase;OXA beta-lactamase;OXA-1-like beta-lactamase;OXA-48-like beta-lactamase;SHV beta-lactamase;VIM beta-lactamase,carbapenem;cephalosporin;monobactam;penicillin beta-lactam,antibiotic inactivation,NDM-9,,cephalosporin,1466,2764,2762,2762,101,48,5,-1,6
ARO:3002359,38759,8233,1168,NDM-9,NDM-9,AGU91756.1,KC999080.2,CMY beta-lactamase;CTX-M beta-lactamase;IMP beta-lactamase;KPC beta-lactamase;NDM beta-lactamase;OXA beta-lactamase;OXA-1-like beta-lactamase;OXA-48-like beta-lactamase;SHV beta-lactamase;VIM beta-lactamase,carbapenem;cephalosporin;monobactam;penicillin beta-lactam,antibiotic inactivation,NDM-9,,monobactam,1466,2764,2762,2762,101,48,5,-1,20
ARO:3002359,38759,8233,1168,NDM-9,NDM-9,AGU91756.1,KC999080.2,CMY beta-lactamase;CTX-M beta-lactamase;IMP beta-lactamase;KPC beta-lactamase;NDM beta-lactamase;OXA beta-lactamase;OXA-1-like beta-lactamase;OXA-48-like beta-lactamase;SHV beta-lactamase;VIM beta-lactamase,carbapenem;cephalosporin;monobactam;penicillin beta-lactam,antibiotic inactivation,NDM-9,,penicillin beta-lactam,1466,2764,2762,2762,101,48,5,-1,29
ARO:3003495,40097,4136,2076,Neisseria gonorrhoeae 16S rRNA mutation conferring resistance to spectinomycin,Neisseria gonorrhoeae 16S rRNA mutation conferring resistance to spectinomycin,nan,CP020418.1,16s rRNA with mutation conferring resistance to aminoglycoside antibiotics,aminoglycoside antibiotic;glycopeptide antibiotic;glycylcycline;nucleoside antibiotic;peptide antibiotic;tetracycline antibiotic,antibiotic target alteration,Ngon_16S_SPT,,aminoglycoside antibiotic,2284,2767,2765,2766,4,30,7,-1,1
ARO:3003495,40097,4136,2076,Neisseria gonorrhoeae 16S rRNA mutation conferring resistance to spectinomycin,Neisseria gonorrhoeae 16S rRNA mutation conferring resistance to spectinomycin,nan,CP020418.1,16s rRNA with mutation conferring resistance to aminoglycoside antibiotics,aminoglycoside antibiotic;glycopeptide antibiotic;glycylcycline;nucleoside antibiotic;peptide antibiotic;tetracycline antibiotic,antibiotic target alteration,Ngon_16S_SPT,,glycopeptide antibiotic,2284,2767,2765,2766,4,30,7,-1,14
ARO:3003495,40097,4136,2076,Neisseria gonorrhoeae 16S rRNA mutation conferring resistance to spectinomycin,Neisseria gonorrhoeae 16S rRNA mutation conferring resistance to spectinomycin,nan,CP020418.1,16s rRNA with mutation conferring resistance to aminoglycoside antibiotics,aminoglycoside antibiotic;glycopeptide antibiotic;glycylcycline;nucleoside antibiotic;peptide antibiotic;tetracycline antibiotic,antibiotic target alteration,Ngon_16S_SPT,,glycylcycline,2284,2767,2765,2766,4,30,7,-1,15
ARO:3003495,40097,4136,2076,Neisseria gonorrhoeae 16S rRNA mutation conferring resistance to spectinomycin,Neisseria gonorrhoeae 16S rRNA mutation conferring resistance to spectinomycin,nan,CP020418.1,16s rRNA with mutation conferring resistance to aminoglycoside antibiotics,aminoglycoside antibiotic;glycopeptide antibiotic;glycylcycline;nucleoside antibiotic;peptide antibiotic;tetracycline antibiotic,antibiotic target alteration,Ngon_16S_SPT,,nucleoside antibiotic,2284,2767,2765,2766,4,30,7,-1,24
ARO:3003495,40097,4136,2076,Neisseria gonorrhoeae 16S rRNA mutation conferring resistance to spectinomycin,Neisseria gonorrhoeae 16S rRNA mutation conferring resistance to spectinomycin,nan,CP020418.1,16s rRNA with mutation conferring resistance to aminoglycoside antibiotics,aminoglycoside antibiotic;glycopeptide antibiotic;glycylcycline;nucleoside antibiotic;peptide antibiotic;tetracycline antibiotic,antibiotic target alteration,Ngon_16S_SPT,,peptide antibiotic,2284,2767,2765,2766,4,30,7,-1,30
ARO:3003495,40097,4136,2076,Neisseria gonorrhoeae 16S rRNA mutation conferring resistance to spectinomycin,Neisseria gonorrhoeae 16S rRNA mutation conferring resistance to spectinomycin,nan,CP020418.1,16s rRNA with mutation conferring resistance to aminoglycoside antibiotics,aminoglycoside antibiotic;glycopeptide antibiotic;glycylcycline;nucleoside antibiotic;peptide antibiotic;tetracycline antibiotic,antibiotic target alteration,Ngon_16S_SPT,,tetracycline antibiotic,2284,2767,2765,2766,4,30,7,-1,44
ARO:3004836,42966,5918,3646,Neisseria gonorrhoeae 23S rRNA with mutation conferring resistance to azithromycin,Neisseria gonorrhoeae 23S rRNA with mutation conferring resistance to azithromycin,nan,NR_103957.1,23S rRNA with mutation conferring resistance to macrolide antibiotics,glycopeptide antibiotic;lincosamide antibiotic;macrolide antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin A antibiotic;streptogramin B antibiotic;streptogramin antibiotic,antibiotic target alteration,Ngon_23S_AZM,,glycopeptide antibiotic,2981,2768,2766,2767,8,103,7,-1,14
ARO:3004836,42966,5918,3646,Neisseria gonorrhoeae 23S rRNA with mutation conferring resistance to azithromycin,Neisseria gonorrhoeae 23S rRNA with mutation conferring resistance to azithromycin,nan,NR_103957.1,23S rRNA with mutation conferring resistance to macrolide antibiotics,glycopeptide antibiotic;lincosamide antibiotic;macrolide antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin A antibiotic;streptogramin B antibiotic;streptogramin antibiotic,antibiotic target alteration,Ngon_23S_AZM,,lincosamide antibiotic,2981,2768,2766,2767,8,103,7,-1,17
ARO:3004836,42966,5918,3646,Neisseria gonorrhoeae 23S rRNA with mutation conferring resistance to azithromycin,Neisseria gonorrhoeae 23S rRNA with mutation conferring resistance to azithromycin,nan,NR_103957.1,23S rRNA with mutation conferring resistance to macrolide antibiotics,glycopeptide antibiotic;lincosamide antibiotic;macrolide antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin A antibiotic;streptogramin B antibiotic;streptogramin antibiotic,antibiotic target alteration,Ngon_23S_AZM,,macrolide antibiotic,2981,2768,2766,2767,8,103,7,-1,18
ARO:3004836,42966,5918,3646,Neisseria gonorrhoeae 23S rRNA with mutation conferring resistance to azithromycin,Neisseria gonorrhoeae 23S rRNA with mutation conferring resistance to azithromycin,nan,NR_103957.1,23S rRNA with mutation conferring resistance to macrolide antibiotics,glycopeptide antibiotic;lincosamide antibiotic;macrolide antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin A antibiotic;streptogramin B antibiotic;streptogramin antibiotic,antibiotic target alteration,Ngon_23S_AZM,,phenicol antibiotic,2981,2768,2766,2767,8,103,7,-1,31
ARO:3004836,42966,5918,3646,Neisseria gonorrhoeae 23S rRNA with mutation conferring resistance to azithromycin,Neisseria gonorrhoeae 23S rRNA with mutation conferring resistance to azithromycin,nan,NR_103957.1,23S rRNA with mutation conferring resistance to macrolide antibiotics,glycopeptide antibiotic;lincosamide antibiotic;macrolide antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin A antibiotic;streptogramin B antibiotic;streptogramin antibiotic,antibiotic target alteration,Ngon_23S_AZM,,pleuromutilin antibiotic,2981,2768,2766,2767,8,103,7,-1,33
ARO:3004836,42966,5918,3646,Neisseria gonorrhoeae 23S rRNA with mutation conferring resistance to azithromycin,Neisseria gonorrhoeae 23S rRNA with mutation conferring resistance to azithromycin,nan,NR_103957.1,23S rRNA with mutation conferring resistance to macrolide antibiotics,glycopeptide antibiotic;lincosamide antibiotic;macrolide antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin A antibiotic;streptogramin B antibiotic;streptogramin antibiotic,antibiotic target alteration,Ngon_23S_AZM,,streptogramin A antibiotic,2981,2768,2766,2767,8,103,7,-1,38
ARO:3004836,42966,5918,3646,Neisseria gonorrhoeae 23S rRNA with mutation conferring resistance to azithromycin,Neisseria gonorrhoeae 23S rRNA with mutation conferring resistance to azithromycin,nan,NR_103957.1,23S rRNA with mutation conferring resistance to macrolide antibiotics,glycopeptide antibiotic;lincosamide antibiotic;macrolide antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin A antibiotic;streptogramin B antibiotic;streptogramin antibiotic,antibiotic target alteration,Ngon_23S_AZM,,streptogramin B antibiotic,2981,2768,2766,2767,8,103,7,-1,39
ARO:3004836,42966,5918,3646,Neisseria gonorrhoeae 23S rRNA with mutation conferring resistance to azithromycin,Neisseria gonorrhoeae 23S rRNA with mutation conferring resistance to azithromycin,nan,NR_103957.1,23S rRNA with mutation conferring resistance to macrolide antibiotics,glycopeptide antibiotic;lincosamide antibiotic;macrolide antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin A antibiotic;streptogramin B antibiotic;streptogramin antibiotic,antibiotic target alteration,Ngon_23S_AZM,,streptogramin antibiotic,2981,2768,2766,2767,8,103,7,-1,40
ARO:3004873,43059,5974,3701,Neisseria gonorrhoeae folP with mutation conferring resistance to sulfonamides,Neisseria gonorrhoeae folP with mutation conferring resistance to sulfonamides,KAE9504908.1,WHPL01000002.1,sulfonamide resistant dihydropteroate synthase folP,sulfonamide antibiotic;sulfone antibiotic,antibiotic target alteration,Ngon_folP_SLF,,sulfonamide antibiotic,3012,2771,2769,2770,527,157,7,-1,41
ARO:3004873,43059,5974,3701,Neisseria gonorrhoeae folP with mutation conferring resistance to sulfonamides,Neisseria gonorrhoeae folP with mutation conferring resistance to sulfonamides,KAE9504908.1,WHPL01000002.1,sulfonamide resistant dihydropteroate synthase folP,sulfonamide antibiotic;sulfone antibiotic,antibiotic target alteration,Ngon_folP_SLF,,sulfone antibiotic,3012,2771,2769,2770,527,157,7,-1,42
ARO:3003928,40637,5269,2404,Neisseria gonorrhoeae gyrA with mutations conferring resistance to fluoroquinolones,Neisseria gonorrhoeae gyrA with mutations conferring resistance to fluoroquinolones,AAW89357.1,AE004969.1,fluoroquinolone resistant gyrA,fluoroquinolone antibiotic;nybomycin-like antibiotic,antibiotic target alteration,Ngon_gyrA_FLO,,fluoroquinolone antibiotic,2554,2772,2770,2771,428,97,7,-1,12
ARO:3003928,40637,5269,2404,Neisseria gonorrhoeae gyrA with mutations conferring resistance to fluoroquinolones,Neisseria gonorrhoeae gyrA with mutations conferring resistance to fluoroquinolones,AAW89357.1,AE004969.1,fluoroquinolone resistant gyrA,fluoroquinolone antibiotic;nybomycin-like antibiotic,antibiotic target alteration,Ngon_gyrA_FLO,,nybomycin-like antibiotic,2554,2772,2770,2771,428,97,7,-1,25
ARO:3004859,42995,8367,3654,Neisseria gonorrhoeae gyrB conferring resistance to zoliflodacin,Neisseria gonorrhoeae gyrB conferring resistance to zoliflodacin,CNT74515.1,CQOZ01000008.1,Zoliflodacin resistant gyrB,aminocoumarin antibiotic;zoliflodacin-like antibiotic,antibiotic target alteration,Ngon_gyrB_ZOL,,aminocoumarin antibiotic,2999,2773,2771,2772,347,12,7,-1,0
ARO:3004859,42995,8367,3654,Neisseria gonorrhoeae gyrB conferring resistance to zoliflodacin,Neisseria gonorrhoeae gyrB conferring resistance to zoliflodacin,CNT74515.1,CQOZ01000008.1,Zoliflodacin resistant gyrB,aminocoumarin antibiotic;zoliflodacin-like antibiotic,antibiotic target alteration,Ngon_gyrB_ZOL,,zoliflodacin-like antibiotic,2999,2773,2771,2772,347,12,7,-1,47
ARO:3005004,43192,6036,3749,Neisseria gonorrhoeae mtrC with mutation conferring resistance to azithromycin,Neisseria gonorrhoeae mtrC with mutation conferring resistance to azithromycin,QIH19826.1,CP043871.1,resistance-nodulation-cell division (RND) antibiotic efflux pump,macrolide antibiotic,antibiotic efflux,Ngon_mtrC_AZM,,macrolide antibiotic,3054,2774,2772,2773,503,128,0,-1,18
