ARO Accession,CVTERM ID,Model Sequence ID,Model ID,Model Name,ARO Name,Protein Accession,DNA Accession,AMR Gene Family,Drug Class,Resistance Mechanism,CARD Short Name,ARO Category,drug_class_list
ARO:3003239,39823,3254,2084,Mycobacteroides abscessus 16S rRNA mutation conferring resistance to amikacin,Mycobacteroides abscessus 16S rRNA mutation conferring resistance to amikacin,nan,CU458896.1,16s rRNA with mutation conferring resistance to aminoglycoside antibiotics,aminoglycoside antibiotic;glycopeptide antibiotic;glycylcycline;nucleoside antibiotic;peptide antibiotic;tetracycline antibiotic,antibiotic target alteration,Mabs_16S_AMK,,peptide antibiotic
ARO:3003239,39823,3254,2084,Mycobacteroides abscessus 16S rRNA mutation conferring resistance to amikacin,Mycobacteroides abscessus 16S rRNA mutation conferring resistance to amikacin,nan,CU458896.1,16s rRNA with mutation conferring resistance to aminoglycoside antibiotics,aminoglycoside antibiotic;glycopeptide antibiotic;glycylcycline;nucleoside antibiotic;peptide antibiotic;tetracycline antibiotic,antibiotic target alteration,Mabs_16S_AMK,,tetracycline antibiotic
ARO:3003240,39824,3256,2128,Mycobacteroides abscessus 16S rRNA mutation conferring resistance to gentamicin,Mycobacteroides abscessus 16S rRNA mutation conferring resistance to gentamicin,nan,CU458896.1,16s rRNA with mutation conferring resistance to aminoglycoside antibiotics,aminoglycoside antibiotic;glycopeptide antibiotic;glycylcycline;nucleoside antibiotic;peptide antibiotic;tetracycline antibiotic,antibiotic target alteration,Mabs_16S_GEN,,aminoglycoside antibiotic
ARO:3003240,39824,3256,2128,Mycobacteroides abscessus 16S rRNA mutation conferring resistance to gentamicin,Mycobacteroides abscessus 16S rRNA mutation conferring resistance to gentamicin,nan,CU458896.1,16s rRNA with mutation conferring resistance to aminoglycoside antibiotics,aminoglycoside antibiotic;glycopeptide antibiotic;glycylcycline;nucleoside antibiotic;peptide antibiotic;tetracycline antibiotic,antibiotic target alteration,Mabs_16S_GEN,,glycopeptide antibiotic
ARO:3003240,39824,3256,2128,Mycobacteroides abscessus 16S rRNA mutation conferring resistance to gentamicin,Mycobacteroides abscessus 16S rRNA mutation conferring resistance to gentamicin,nan,CU458896.1,16s rRNA with mutation conferring resistance to aminoglycoside antibiotics,aminoglycoside antibiotic;glycopeptide antibiotic;glycylcycline;nucleoside antibiotic;peptide antibiotic;tetracycline antibiotic,antibiotic target alteration,Mabs_16S_GEN,,glycylcycline
ARO:3003240,39824,3256,2128,Mycobacteroides abscessus 16S rRNA mutation conferring resistance to gentamicin,Mycobacteroides abscessus 16S rRNA mutation conferring resistance to gentamicin,nan,CU458896.1,16s rRNA with mutation conferring resistance to aminoglycoside antibiotics,aminoglycoside antibiotic;glycopeptide antibiotic;glycylcycline;nucleoside antibiotic;peptide antibiotic;tetracycline antibiotic,antibiotic target alteration,Mabs_16S_GEN,,nucleoside antibiotic
ARO:3003240,39824,3256,2128,Mycobacteroides abscessus 16S rRNA mutation conferring resistance to gentamicin,Mycobacteroides abscessus 16S rRNA mutation conferring resistance to gentamicin,nan,CU458896.1,16s rRNA with mutation conferring resistance to aminoglycoside antibiotics,aminoglycoside antibiotic;glycopeptide antibiotic;glycylcycline;nucleoside antibiotic;peptide antibiotic;tetracycline antibiotic,antibiotic target alteration,Mabs_16S_GEN,,peptide antibiotic
ARO:3003240,39824,3256,2128,Mycobacteroides abscessus 16S rRNA mutation conferring resistance to gentamicin,Mycobacteroides abscessus 16S rRNA mutation conferring resistance to gentamicin,nan,CU458896.1,16s rRNA with mutation conferring resistance to aminoglycoside antibiotics,aminoglycoside antibiotic;glycopeptide antibiotic;glycylcycline;nucleoside antibiotic;peptide antibiotic;tetracycline antibiotic,antibiotic target alteration,Mabs_16S_GEN,,tetracycline antibiotic
ARO:3003236,39820,3257,2090,Mycobacteroides abscessus 16S rRNA mutation conferring resistance to kanamycin,Mycobacteroides abscessus 16S rRNA mutation conferring resistance to kanamycin,nan,CU458896.1,16s rRNA with mutation conferring resistance to aminoglycoside antibiotics,aminoglycoside antibiotic;glycopeptide antibiotic;glycylcycline;nucleoside antibiotic;peptide antibiotic;tetracycline antibiotic,antibiotic target alteration,Mabs_16S_KAN,,aminoglycoside antibiotic
ARO:3003236,39820,3257,2090,Mycobacteroides abscessus 16S rRNA mutation conferring resistance to kanamycin,Mycobacteroides abscessus 16S rRNA mutation conferring resistance to kanamycin,nan,CU458896.1,16s rRNA with mutation conferring resistance to aminoglycoside antibiotics,aminoglycoside antibiotic;glycopeptide antibiotic;glycylcycline;nucleoside antibiotic;peptide antibiotic;tetracycline antibiotic,antibiotic target alteration,Mabs_16S_KAN,,glycopeptide antibiotic
ARO:3003236,39820,3257,2090,Mycobacteroides abscessus 16S rRNA mutation conferring resistance to kanamycin,Mycobacteroides abscessus 16S rRNA mutation conferring resistance to kanamycin,nan,CU458896.1,16s rRNA with mutation conferring resistance to aminoglycoside antibiotics,aminoglycoside antibiotic;glycopeptide antibiotic;glycylcycline;nucleoside antibiotic;peptide antibiotic;tetracycline antibiotic,antibiotic target alteration,Mabs_16S_KAN,,glycylcycline
ARO:3003236,39820,3257,2090,Mycobacteroides abscessus 16S rRNA mutation conferring resistance to kanamycin,Mycobacteroides abscessus 16S rRNA mutation conferring resistance to kanamycin,nan,CU458896.1,16s rRNA with mutation conferring resistance to aminoglycoside antibiotics,aminoglycoside antibiotic;glycopeptide antibiotic;glycylcycline;nucleoside antibiotic;peptide antibiotic;tetracycline antibiotic,antibiotic target alteration,Mabs_16S_KAN,,nucleoside antibiotic
ARO:3003236,39820,3257,2090,Mycobacteroides abscessus 16S rRNA mutation conferring resistance to kanamycin,Mycobacteroides abscessus 16S rRNA mutation conferring resistance to kanamycin,nan,CU458896.1,16s rRNA with mutation conferring resistance to aminoglycoside antibiotics,aminoglycoside antibiotic;glycopeptide antibiotic;glycylcycline;nucleoside antibiotic;peptide antibiotic;tetracycline antibiotic,antibiotic target alteration,Mabs_16S_KAN,,peptide antibiotic
ARO:3003236,39820,3257,2090,Mycobacteroides abscessus 16S rRNA mutation conferring resistance to kanamycin,Mycobacteroides abscessus 16S rRNA mutation conferring resistance to kanamycin,nan,CU458896.1,16s rRNA with mutation conferring resistance to aminoglycoside antibiotics,aminoglycoside antibiotic;glycopeptide antibiotic;glycylcycline;nucleoside antibiotic;peptide antibiotic;tetracycline antibiotic,antibiotic target alteration,Mabs_16S_KAN,,tetracycline antibiotic
ARO:3003238,39822,3255,2105,Mycobacteroides abscessus 16S rRNA mutation conferring resistance to neomycin,Mycobacteroides abscessus 16S rRNA mutation conferring resistance to neomycin,nan,CU458896.1,16s rRNA with mutation conferring resistance to aminoglycoside antibiotics,aminoglycoside antibiotic;glycopeptide antibiotic;glycylcycline;nucleoside antibiotic;peptide antibiotic;tetracycline antibiotic,antibiotic target alteration,Mabs_16S_NEO,,aminoglycoside antibiotic
ARO:3003238,39822,3255,2105,Mycobacteroides abscessus 16S rRNA mutation conferring resistance to neomycin,Mycobacteroides abscessus 16S rRNA mutation conferring resistance to neomycin,nan,CU458896.1,16s rRNA with mutation conferring resistance to aminoglycoside antibiotics,aminoglycoside antibiotic;glycopeptide antibiotic;glycylcycline;nucleoside antibiotic;peptide antibiotic;tetracycline antibiotic,antibiotic target alteration,Mabs_16S_NEO,,glycopeptide antibiotic
ARO:3003238,39822,3255,2105,Mycobacteroides abscessus 16S rRNA mutation conferring resistance to neomycin,Mycobacteroides abscessus 16S rRNA mutation conferring resistance to neomycin,nan,CU458896.1,16s rRNA with mutation conferring resistance to aminoglycoside antibiotics,aminoglycoside antibiotic;glycopeptide antibiotic;glycylcycline;nucleoside antibiotic;peptide antibiotic;tetracycline antibiotic,antibiotic target alteration,Mabs_16S_NEO,,glycylcycline
ARO:3003238,39822,3255,2105,Mycobacteroides abscessus 16S rRNA mutation conferring resistance to neomycin,Mycobacteroides abscessus 16S rRNA mutation conferring resistance to neomycin,nan,CU458896.1,16s rRNA with mutation conferring resistance to aminoglycoside antibiotics,aminoglycoside antibiotic;glycopeptide antibiotic;glycylcycline;nucleoside antibiotic;peptide antibiotic;tetracycline antibiotic,antibiotic target alteration,Mabs_16S_NEO,,nucleoside antibiotic
ARO:3003238,39822,3255,2105,Mycobacteroides abscessus 16S rRNA mutation conferring resistance to neomycin,Mycobacteroides abscessus 16S rRNA mutation conferring resistance to neomycin,nan,CU458896.1,16s rRNA with mutation conferring resistance to aminoglycoside antibiotics,aminoglycoside antibiotic;glycopeptide antibiotic;glycylcycline;nucleoside antibiotic;peptide antibiotic;tetracycline antibiotic,antibiotic target alteration,Mabs_16S_NEO,,peptide antibiotic
ARO:3003238,39822,3255,2105,Mycobacteroides abscessus 16S rRNA mutation conferring resistance to neomycin,Mycobacteroides abscessus 16S rRNA mutation conferring resistance to neomycin,nan,CU458896.1,16s rRNA with mutation conferring resistance to aminoglycoside antibiotics,aminoglycoside antibiotic;glycopeptide antibiotic;glycylcycline;nucleoside antibiotic;peptide antibiotic;tetracycline antibiotic,antibiotic target alteration,Mabs_16S_NEO,,tetracycline antibiotic
ARO:3003237,39821,3253,2126,Mycobacteroides abscessus 16S rRNA mutation conferring resistance to tobramycin,Mycobacteroides abscessus 16S rRNA mutation conferring resistance to tobramycin,nan,CU458896.1,16s rRNA with mutation conferring resistance to aminoglycoside antibiotics,aminoglycoside antibiotic;glycopeptide antibiotic;glycylcycline;nucleoside antibiotic;peptide antibiotic;tetracycline antibiotic,antibiotic target alteration,Mabs_16S_TOB,,aminoglycoside antibiotic
ARO:3003237,39821,3253,2126,Mycobacteroides abscessus 16S rRNA mutation conferring resistance to tobramycin,Mycobacteroides abscessus 16S rRNA mutation conferring resistance to tobramycin,nan,CU458896.1,16s rRNA with mutation conferring resistance to aminoglycoside antibiotics,aminoglycoside antibiotic;glycopeptide antibiotic;glycylcycline;nucleoside antibiotic;peptide antibiotic;tetracycline antibiotic,antibiotic target alteration,Mabs_16S_TOB,,glycopeptide antibiotic
ARO:3003237,39821,3253,2126,Mycobacteroides abscessus 16S rRNA mutation conferring resistance to tobramycin,Mycobacteroides abscessus 16S rRNA mutation conferring resistance to tobramycin,nan,CU458896.1,16s rRNA with mutation conferring resistance to aminoglycoside antibiotics,aminoglycoside antibiotic;glycopeptide antibiotic;glycylcycline;nucleoside antibiotic;peptide antibiotic;tetracycline antibiotic,antibiotic target alteration,Mabs_16S_TOB,,glycylcycline
ARO:3003237,39821,3253,2126,Mycobacteroides abscessus 16S rRNA mutation conferring resistance to tobramycin,Mycobacteroides abscessus 16S rRNA mutation conferring resistance to tobramycin,nan,CU458896.1,16s rRNA with mutation conferring resistance to aminoglycoside antibiotics,aminoglycoside antibiotic;glycopeptide antibiotic;glycylcycline;nucleoside antibiotic;peptide antibiotic;tetracycline antibiotic,antibiotic target alteration,Mabs_16S_TOB,,nucleoside antibiotic
ARO:3003237,39821,3253,2126,Mycobacteroides abscessus 16S rRNA mutation conferring resistance to tobramycin,Mycobacteroides abscessus 16S rRNA mutation conferring resistance to tobramycin,nan,CU458896.1,16s rRNA with mutation conferring resistance to aminoglycoside antibiotics,aminoglycoside antibiotic;glycopeptide antibiotic;glycylcycline;nucleoside antibiotic;peptide antibiotic;tetracycline antibiotic,antibiotic target alteration,Mabs_16S_TOB,,peptide antibiotic
ARO:3003237,39821,3253,2126,Mycobacteroides abscessus 16S rRNA mutation conferring resistance to tobramycin,Mycobacteroides abscessus 16S rRNA mutation conferring resistance to tobramycin,nan,CU458896.1,16s rRNA with mutation conferring resistance to aminoglycoside antibiotics,aminoglycoside antibiotic;glycopeptide antibiotic;glycylcycline;nucleoside antibiotic;peptide antibiotic;tetracycline antibiotic,antibiotic target alteration,Mabs_16S_TOB,,tetracycline antibiotic
ARO:3004163,41311,4156,2810,Mycobacteroides abscessus 23S rRNA with mutation conferring resistance to clarithromycin,Mycobacteroides abscessus 23S rRNA with mutation conferring resistance to clarithromycin,nan,NC_010397.1,23S rRNA with mutation conferring resistance to macrolide antibiotics,glycopeptide antibiotic;lincosamide antibiotic;macrolide antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin A antibiotic;streptogramin B antibiotic;streptogramin antibiotic,antibiotic target alteration,Mabs_23S_CLR,,glycopeptide antibiotic
ARO:3004163,41311,4156,2810,Mycobacteroides abscessus 23S rRNA with mutation conferring resistance to clarithromycin,Mycobacteroides abscessus 23S rRNA with mutation conferring resistance to clarithromycin,nan,NC_010397.1,23S rRNA with mutation conferring resistance to macrolide antibiotics,glycopeptide antibiotic;lincosamide antibiotic;macrolide antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin A antibiotic;streptogramin B antibiotic;streptogramin antibiotic,antibiotic target alteration,Mabs_23S_CLR,,lincosamide antibiotic
ARO:3004163,41311,4156,2810,Mycobacteroides abscessus 23S rRNA with mutation conferring resistance to clarithromycin,Mycobacteroides abscessus 23S rRNA with mutation conferring resistance to clarithromycin,nan,NC_010397.1,23S rRNA with mutation conferring resistance to macrolide antibiotics,glycopeptide antibiotic;lincosamide antibiotic;macrolide antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin A antibiotic;streptogramin B antibiotic;streptogramin antibiotic,antibiotic target alteration,Mabs_23S_CLR,,macrolide antibiotic
ARO:3004163,41311,4156,2810,Mycobacteroides abscessus 23S rRNA with mutation conferring resistance to clarithromycin,Mycobacteroides abscessus 23S rRNA with mutation conferring resistance to clarithromycin,nan,NC_010397.1,23S rRNA with mutation conferring resistance to macrolide antibiotics,glycopeptide antibiotic;lincosamide antibiotic;macrolide antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin A antibiotic;streptogramin B antibiotic;streptogramin antibiotic,antibiotic target alteration,Mabs_23S_CLR,,phenicol antibiotic
ARO:3004163,41311,4156,2810,Mycobacteroides abscessus 23S rRNA with mutation conferring resistance to clarithromycin,Mycobacteroides abscessus 23S rRNA with mutation conferring resistance to clarithromycin,nan,NC_010397.1,23S rRNA with mutation conferring resistance to macrolide antibiotics,glycopeptide antibiotic;lincosamide antibiotic;macrolide antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin A antibiotic;streptogramin B antibiotic;streptogramin antibiotic,antibiotic target alteration,Mabs_23S_CLR,,pleuromutilin antibiotic
ARO:3004163,41311,4156,2810,Mycobacteroides abscessus 23S rRNA with mutation conferring resistance to clarithromycin,Mycobacteroides abscessus 23S rRNA with mutation conferring resistance to clarithromycin,nan,NC_010397.1,23S rRNA with mutation conferring resistance to macrolide antibiotics,glycopeptide antibiotic;lincosamide antibiotic;macrolide antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin A antibiotic;streptogramin B antibiotic;streptogramin antibiotic,antibiotic target alteration,Mabs_23S_CLR,,streptogramin A antibiotic
ARO:3004163,41311,4156,2810,Mycobacteroides abscessus 23S rRNA with mutation conferring resistance to clarithromycin,Mycobacteroides abscessus 23S rRNA with mutation conferring resistance to clarithromycin,nan,NC_010397.1,23S rRNA with mutation conferring resistance to macrolide antibiotics,glycopeptide antibiotic;lincosamide antibiotic;macrolide antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin A antibiotic;streptogramin B antibiotic;streptogramin antibiotic,antibiotic target alteration,Mabs_23S_CLR,,streptogramin B antibiotic
ARO:3004163,41311,4156,2810,Mycobacteroides abscessus 23S rRNA with mutation conferring resistance to clarithromycin,Mycobacteroides abscessus 23S rRNA with mutation conferring resistance to clarithromycin,nan,NC_010397.1,23S rRNA with mutation conferring resistance to macrolide antibiotics,glycopeptide antibiotic;lincosamide antibiotic;macrolide antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin A antibiotic;streptogramin B antibiotic;streptogramin antibiotic,antibiotic target alteration,Mabs_23S_CLR,,streptogramin antibiotic
ARO:3003514,40116,3272,2100,Mycobacteroides chelonae 16S rRNA mutation conferring resistance to amikacin,Mycobacteroides chelonae 16S rRNA mutation conferring resistance to amikacin,nan,NR_114659.1,16s rRNA with mutation conferring resistance to aminoglycoside antibiotics,aminoglycoside antibiotic;glycopeptide antibiotic;glycylcycline;nucleoside antibiotic;peptide antibiotic;tetracycline antibiotic,antibiotic target alteration,Mche_16S_AMK,,aminoglycoside antibiotic
ARO:3003514,40116,3272,2100,Mycobacteroides chelonae 16S rRNA mutation conferring resistance to amikacin,Mycobacteroides chelonae 16S rRNA mutation conferring resistance to amikacin,nan,NR_114659.1,16s rRNA with mutation conferring resistance to aminoglycoside antibiotics,aminoglycoside antibiotic;glycopeptide antibiotic;glycylcycline;nucleoside antibiotic;peptide antibiotic;tetracycline antibiotic,antibiotic target alteration,Mche_16S_AMK,,glycopeptide antibiotic
ARO:3003514,40116,3272,2100,Mycobacteroides chelonae 16S rRNA mutation conferring resistance to amikacin,Mycobacteroides chelonae 16S rRNA mutation conferring resistance to amikacin,nan,NR_114659.1,16s rRNA with mutation conferring resistance to aminoglycoside antibiotics,aminoglycoside antibiotic;glycopeptide antibiotic;glycylcycline;nucleoside antibiotic;peptide antibiotic;tetracycline antibiotic,antibiotic target alteration,Mche_16S_AMK,,glycylcycline
ARO:3003514,40116,3272,2100,Mycobacteroides chelonae 16S rRNA mutation conferring resistance to amikacin,Mycobacteroides chelonae 16S rRNA mutation conferring resistance to amikacin,nan,NR_114659.1,16s rRNA with mutation conferring resistance to aminoglycoside antibiotics,aminoglycoside antibiotic;glycopeptide antibiotic;glycylcycline;nucleoside antibiotic;peptide antibiotic;tetracycline antibiotic,antibiotic target alteration,Mche_16S_AMK,,nucleoside antibiotic
ARO:3003514,40116,3272,2100,Mycobacteroides chelonae 16S rRNA mutation conferring resistance to amikacin,Mycobacteroides chelonae 16S rRNA mutation conferring resistance to amikacin,nan,NR_114659.1,16s rRNA with mutation conferring resistance to aminoglycoside antibiotics,aminoglycoside antibiotic;glycopeptide antibiotic;glycylcycline;nucleoside antibiotic;peptide antibiotic;tetracycline antibiotic,antibiotic target alteration,Mche_16S_AMK,,peptide antibiotic
ARO:3003514,40116,3272,2100,Mycobacteroides chelonae 16S rRNA mutation conferring resistance to amikacin,Mycobacteroides chelonae 16S rRNA mutation conferring resistance to amikacin,nan,NR_114659.1,16s rRNA with mutation conferring resistance to aminoglycoside antibiotics,aminoglycoside antibiotic;glycopeptide antibiotic;glycylcycline;nucleoside antibiotic;peptide antibiotic;tetracycline antibiotic,antibiotic target alteration,Mche_16S_AMK,,tetracycline antibiotic
ARO:3003517,40119,3273,2091,Mycobacteroides chelonae 16S rRNA mutation conferring resistance to gentamicin C,Mycobacteroides chelonae 16S rRNA mutation conferring resistance to gentamicin C,nan,NR_114659.1,16s rRNA with mutation conferring resistance to aminoglycoside antibiotics,aminoglycoside antibiotic;glycopeptide antibiotic;glycylcycline;nucleoside antibiotic;peptide antibiotic;tetracycline antibiotic,antibiotic target alteration,Mche_16S_GENC,,aminoglycoside antibiotic
ARO:3003517,40119,3273,2091,Mycobacteroides chelonae 16S rRNA mutation conferring resistance to gentamicin C,Mycobacteroides chelonae 16S rRNA mutation conferring resistance to gentamicin C,nan,NR_114659.1,16s rRNA with mutation conferring resistance to aminoglycoside antibiotics,aminoglycoside antibiotic;glycopeptide antibiotic;glycylcycline;nucleoside antibiotic;peptide antibiotic;tetracycline antibiotic,antibiotic target alteration,Mche_16S_GENC,,glycopeptide antibiotic
ARO:3003517,40119,3273,2091,Mycobacteroides chelonae 16S rRNA mutation conferring resistance to gentamicin C,Mycobacteroides chelonae 16S rRNA mutation conferring resistance to gentamicin C,nan,NR_114659.1,16s rRNA with mutation conferring resistance to aminoglycoside antibiotics,aminoglycoside antibiotic;glycopeptide antibiotic;glycylcycline;nucleoside antibiotic;peptide antibiotic;tetracycline antibiotic,antibiotic target alteration,Mche_16S_GENC,,glycylcycline
ARO:3003517,40119,3273,2091,Mycobacteroides chelonae 16S rRNA mutation conferring resistance to gentamicin C,Mycobacteroides chelonae 16S rRNA mutation conferring resistance to gentamicin C,nan,NR_114659.1,16s rRNA with mutation conferring resistance to aminoglycoside antibiotics,aminoglycoside antibiotic;glycopeptide antibiotic;glycylcycline;nucleoside antibiotic;peptide antibiotic;tetracycline antibiotic,antibiotic target alteration,Mche_16S_GENC,,nucleoside antibiotic
ARO:3003517,40119,3273,2091,Mycobacteroides chelonae 16S rRNA mutation conferring resistance to gentamicin C,Mycobacteroides chelonae 16S rRNA mutation conferring resistance to gentamicin C,nan,NR_114659.1,16s rRNA with mutation conferring resistance to aminoglycoside antibiotics,aminoglycoside antibiotic;glycopeptide antibiotic;glycylcycline;nucleoside antibiotic;peptide antibiotic;tetracycline antibiotic,antibiotic target alteration,Mche_16S_GENC,,peptide antibiotic
ARO:3003517,40119,3273,2091,Mycobacteroides chelonae 16S rRNA mutation conferring resistance to gentamicin C,Mycobacteroides chelonae 16S rRNA mutation conferring resistance to gentamicin C,nan,NR_114659.1,16s rRNA with mutation conferring resistance to aminoglycoside antibiotics,aminoglycoside antibiotic;glycopeptide antibiotic;glycylcycline;nucleoside antibiotic;peptide antibiotic;tetracycline antibiotic,antibiotic target alteration,Mche_16S_GENC,,tetracycline antibiotic
ARO:3003515,40117,3269,2078,Mycobacteroides chelonae 16S rRNA mutation conferring resistance to kanamycin A,Mycobacteroides chelonae 16S rRNA mutation conferring resistance to kanamycin A,nan,NR_114659.1,16s rRNA with mutation conferring resistance to aminoglycoside antibiotics,aminoglycoside antibiotic;glycopeptide antibiotic;glycylcycline;nucleoside antibiotic;peptide antibiotic;tetracycline antibiotic,antibiotic target alteration,Mche_16S_KAN,,aminoglycoside antibiotic
ARO:3003515,40117,3269,2078,Mycobacteroides chelonae 16S rRNA mutation conferring resistance to kanamycin A,Mycobacteroides chelonae 16S rRNA mutation conferring resistance to kanamycin A,nan,NR_114659.1,16s rRNA with mutation conferring resistance to aminoglycoside antibiotics,aminoglycoside antibiotic;glycopeptide antibiotic;glycylcycline;nucleoside antibiotic;peptide antibiotic;tetracycline antibiotic,antibiotic target alteration,Mche_16S_KAN,,glycopeptide antibiotic
ARO:3003515,40117,3269,2078,Mycobacteroides chelonae 16S rRNA mutation conferring resistance to kanamycin A,Mycobacteroides chelonae 16S rRNA mutation conferring resistance to kanamycin A,nan,NR_114659.1,16s rRNA with mutation conferring resistance to aminoglycoside antibiotics,aminoglycoside antibiotic;glycopeptide antibiotic;glycylcycline;nucleoside antibiotic;peptide antibiotic;tetracycline antibiotic,antibiotic target alteration,Mche_16S_KAN,,glycylcycline
ARO:3003515,40117,3269,2078,Mycobacteroides chelonae 16S rRNA mutation conferring resistance to kanamycin A,Mycobacteroides chelonae 16S rRNA mutation conferring resistance to kanamycin A,nan,NR_114659.1,16s rRNA with mutation conferring resistance to aminoglycoside antibiotics,aminoglycoside antibiotic;glycopeptide antibiotic;glycylcycline;nucleoside antibiotic;peptide antibiotic;tetracycline antibiotic,antibiotic target alteration,Mche_16S_KAN,,nucleoside antibiotic
ARO:3003515,40117,3269,2078,Mycobacteroides chelonae 16S rRNA mutation conferring resistance to kanamycin A,Mycobacteroides chelonae 16S rRNA mutation conferring resistance to kanamycin A,nan,NR_114659.1,16s rRNA with mutation conferring resistance to aminoglycoside antibiotics,aminoglycoside antibiotic;glycopeptide antibiotic;glycylcycline;nucleoside antibiotic;peptide antibiotic;tetracycline antibiotic,antibiotic target alteration,Mche_16S_KAN,,peptide antibiotic
ARO:3003515,40117,3269,2078,Mycobacteroides chelonae 16S rRNA mutation conferring resistance to kanamycin A,Mycobacteroides chelonae 16S rRNA mutation conferring resistance to kanamycin A,nan,NR_114659.1,16s rRNA with mutation conferring resistance to aminoglycoside antibiotics,aminoglycoside antibiotic;glycopeptide antibiotic;glycylcycline;nucleoside antibiotic;peptide antibiotic;tetracycline antibiotic,antibiotic target alteration,Mche_16S_KAN,,tetracycline antibiotic
ARO:3003518,40120,3271,2122,Mycobacteroides chelonae 16S rRNA mutation conferring resistance to neomycin,Mycobacteroides chelonae 16S rRNA mutation conferring resistance to neomycin,nan,NR_114659.1,16s rRNA with mutation conferring resistance to aminoglycoside antibiotics,aminoglycoside antibiotic;glycopeptide antibiotic;glycylcycline;nucleoside antibiotic;peptide antibiotic;tetracycline antibiotic,antibiotic target alteration,Mche_16S_NEO,,aminoglycoside antibiotic
ARO:3003518,40120,3271,2122,Mycobacteroides chelonae 16S rRNA mutation conferring resistance to neomycin,Mycobacteroides chelonae 16S rRNA mutation conferring resistance to neomycin,nan,NR_114659.1,16s rRNA with mutation conferring resistance to aminoglycoside antibiotics,aminoglycoside antibiotic;glycopeptide antibiotic;glycylcycline;nucleoside antibiotic;peptide antibiotic;tetracycline antibiotic,antibiotic target alteration,Mche_16S_NEO,,glycopeptide antibiotic
ARO:3003518,40120,3271,2122,Mycobacteroides chelonae 16S rRNA mutation conferring resistance to neomycin,Mycobacteroides chelonae 16S rRNA mutation conferring resistance to neomycin,nan,NR_114659.1,16s rRNA with mutation conferring resistance to aminoglycoside antibiotics,aminoglycoside antibiotic;glycopeptide antibiotic;glycylcycline;nucleoside antibiotic;peptide antibiotic;tetracycline antibiotic,antibiotic target alteration,Mche_16S_NEO,,glycylcycline
ARO:3003518,40120,3271,2122,Mycobacteroides chelonae 16S rRNA mutation conferring resistance to neomycin,Mycobacteroides chelonae 16S rRNA mutation conferring resistance to neomycin,nan,NR_114659.1,16s rRNA with mutation conferring resistance to aminoglycoside antibiotics,aminoglycoside antibiotic;glycopeptide antibiotic;glycylcycline;nucleoside antibiotic;peptide antibiotic;tetracycline antibiotic,antibiotic target alteration,Mche_16S_NEO,,nucleoside antibiotic
ARO:3003518,40120,3271,2122,Mycobacteroides chelonae 16S rRNA mutation conferring resistance to neomycin,Mycobacteroides chelonae 16S rRNA mutation conferring resistance to neomycin,nan,NR_114659.1,16s rRNA with mutation conferring resistance to aminoglycoside antibiotics,aminoglycoside antibiotic;glycopeptide antibiotic;glycylcycline;nucleoside antibiotic;peptide antibiotic;tetracycline antibiotic,antibiotic target alteration,Mche_16S_NEO,,peptide antibiotic
ARO:3003518,40120,3271,2122,Mycobacteroides chelonae 16S rRNA mutation conferring resistance to neomycin,Mycobacteroides chelonae 16S rRNA mutation conferring resistance to neomycin,nan,NR_114659.1,16s rRNA with mutation conferring resistance to aminoglycoside antibiotics,aminoglycoside antibiotic;glycopeptide antibiotic;glycylcycline;nucleoside antibiotic;peptide antibiotic;tetracycline antibiotic,antibiotic target alteration,Mche_16S_NEO,,tetracycline antibiotic
ARO:3003516,40118,3270,2111,Mycobacteroides chelonae 16S rRNA mutation conferring resistance to tobramycin,Mycobacteroides chelonae 16S rRNA mutation conferring resistance to tobramycin,nan,NR_114659.1,16s rRNA with mutation conferring resistance to aminoglycoside antibiotics,aminoglycoside antibiotic;glycopeptide antibiotic;glycylcycline;nucleoside antibiotic;peptide antibiotic;tetracycline antibiotic,antibiotic target alteration,Mche_16S_TOB,,aminoglycoside antibiotic
ARO:3003516,40118,3270,2111,Mycobacteroides chelonae 16S rRNA mutation conferring resistance to tobramycin,Mycobacteroides chelonae 16S rRNA mutation conferring resistance to tobramycin,nan,NR_114659.1,16s rRNA with mutation conferring resistance to aminoglycoside antibiotics,aminoglycoside antibiotic;glycopeptide antibiotic;glycylcycline;nucleoside antibiotic;peptide antibiotic;tetracycline antibiotic,antibiotic target alteration,Mche_16S_TOB,,glycopeptide antibiotic
ARO:3003516,40118,3270,2111,Mycobacteroides chelonae 16S rRNA mutation conferring resistance to tobramycin,Mycobacteroides chelonae 16S rRNA mutation conferring resistance to tobramycin,nan,NR_114659.1,16s rRNA with mutation conferring resistance to aminoglycoside antibiotics,aminoglycoside antibiotic;glycopeptide antibiotic;glycylcycline;nucleoside antibiotic;peptide antibiotic;tetracycline antibiotic,antibiotic target alteration,Mche_16S_TOB,,glycylcycline
